ability_1,ability_10,ability_11,ability_12,ability_13,ability_14,ability_15,ability_16,ability_17,ability_18,ability_19,ability_2,ability_20,ability_3,ability_4,ability_5,ability_6,ability_7,ability_8,ability_9,armor_class,challenge,charisma,condition_immunities,constitution,damage_immunities,damage_resistances,dexterity,hit_points,intelligence,languages,misc,name,saving_throws,senses,short_desc,skills,speed,strength,url,wisdom
Keen Sight.;; The hippogriff has advantage on Wisdom (Perception) checks that rely on sight.,,,,,,,,,,,Multiattack.;; The hippogriff makes two attacks: one with its beak and one with its claws.,,"Beak.;; Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.","Claws.;; Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.",,,,,,11,1 (200 XP),8 (-1),,13 (+1),,,13 (+1),19 (3d10+3),2 (-4),,,Hippogriff,,,"Large monstrosity, unaligned",Perception +5,"40 ft, fly 60 ft.",17 (+3),http://chisaipete.github.io/bestiary/creature/hippogriff,12 (+1)
"Squash.;; Melee Weapon Attack: +8 to hit, reach 5 ft., one Medium or Smaller creature. Hit: 26 (6d6 + 5) bludgeoning damage, the giant lands prone in the target’s space, and the target is grappled (escape DC 15). Until this grapple ends, the target is prone. The grapple ends early if the giant stands up.",,,,,,,,,,,Multiattack.;; The giant makes two greatclub attacks.,,"Greatclub.;; Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 18 (3d8 + 5) bludgeoning damage.","Rock.;; Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit: 21 (3d10 + 5) bludgeoning damage.",,,,,,13 (natural armor),"5 (1,800 XP)",6 (-2),,19 (+4),,,8 (-1),105 (10d12+40),5 (-3),Giant,,Hill Giant,,,"Huge giant, chaotic evil",Perception +2,40 ft.,21 (+5),http://chisaipete.github.io/bestiary/creature/hill-giant,9 (-1)
Magic Resistance.;; The hezrou has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,"Stench.;; Any creature that starts its turn within 10 feet of the hezrou must succeed on a DC 14 Constitution saving throw or be poisoned until the start of its next turn. On a successful saving throw, the creature is immune to the hezrou’s stench for 24 hours.",,Multiattack.;; The hezrou makes three attacks: one with its bite and two with its claws.,"Bite.;; Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage.","Claws.;; Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",Variant: Summon Demon (1/Day).;; The demon chooses what to summon and attempts a magical summoning.,||ADDENDUM||A hezrou has a 30 percent chance of summoning 2d6 dretches or one hezrou.,"||ADDENDUM||A summoned demon appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can’t summon other demons. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.",,16 (natural armor),"8 (3,900 XP)",13 (+1),poisoned,20 (+5),poison,"cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons",17 (+3),136 (13d10+65),5 (-3),"Abyssal, telepathy 120 ft.",,Hezrou,"Str +7, Con +8, Wis +4",darkvision 120 ft.,"Large fiend (demon), chaotic evil",,30 ft.,19 (+4),http://chisaipete.github.io/bestiary/creature/hezrou,12 (+1)
Magic Resistance.;; The helmed horror has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,"Spell Immunity.;; The helmed horror is immune to three spells chosen by its creator. Typical immunities include fireball, heat metal, and lightning bolt.",,Multiattack.;; The helmed horror makes two longsword attacks.,"Longsword.;; Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage, or 9 (1d10 + 4) slashing damage if used with two hands.",,,,,,"20 (plate, shield)","4 (1,100 XP)",10 (0),"blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned, stunned",16 (+3),"force, necrotic, poison","bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine",13 (+1),60 (8d8+24),10 (0),understands the languages of its creator but can't speak,,Helmed Horror,,blindsight 60 ft. (blind beyond this radius),"Medium construct, unaligned",Perception +4,"30 ft., fly 30 ft.",18 (+4),http://chisaipete.github.io/bestiary/creature/helmed-horror,10 (0)
Immutable Form.;; The hellfire engine is immune to any spell or effect that would alter its form.,,,,,,,,,,,Magic Resistance.;; The hellfire engine has advantage on saving throws against spells and other magical effects.,,"Flesh-Crushing Stride;; The hellfire engine moves up to its speed in a straight line. During this move, it can enter Large or smaller creatures’ spaces. A creature whose space the hellfire engine enters must make a DC 18 Dexterity saving throw. On a successful save, the creature is pushed 5 feet to the nearest space out of the hellfire engine’s path. On a failed save, the creature falls prone and takes 28 (8d6) bludgeoning damage.
If the hellfire engine remains in the prone creature’s space, the creature is also restrained until it’s no longer in the same space as the hellfire engine. While restrained in this way, the creature, or another creature within 5 feet of it, can make a DC 18 Strength check. On a success, the creature is shunted to an unoccupied space of its choice within 5 feet of the hellfire engine and is no longer restrained.",Hellfire Weapons;; The hellfire engine uses one of the following options:,,,,,,18 (natural armor),"16 (15,000 XP)",1 (-4),"charmed, deafened, exhaustion, frightened, paralyzed, poisoned, unconscious",24 (+7),"fire, poison","cold, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",16 (+3),216  (16d12 + 112),2 (-4),understands Infernal but can't speak,,Hellfire Engine,"Dex +8, Wis +5, Cha +0","darkvision 120 ft., passive Perception 10","Huge construct, lawful evil",,40 ft.,20 (+5),http://chisaipete.github.io/bestiary/creature/hellfire-engine,10 (0)
"Evasion.;; If Hellenrae is subjected to an effect that allows her to make a Dexterity saving throw to take only half damage, she instead takes no damage if she succeeds on the saving throw, and only half damage if she fails.",,,,,,,,,,,"Stunning Strike (Recharge 5-6).;; When Hellenrae hits a target with a melee weapon attack, the target must succeed on a DC 13 Constitution saving throw or be stunned until the end of Hellenrae’s next turn.",,"Unarmored Defense.;; While Hellenrae is wearing no armor and wielding no shield, her AC includes her Wisdom modifier.","Unarmored Movement.;; While Hellenrae is wearing no armor and wielding no shield, her speed increases by 20 feet (included in her speed).",Multiattack.;; Hellenrae makes three melee attacks.,"Unarmed Strike.;; Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) bludgeoning damage.","Parry and Counter.;; Hellenrae adds 3 to her AC against one melee or ranged weapon attack that would hit her. To do so, she must be able to sense the attacker with her blindsight. If the attack misses, Hellenrae can make one melee attack against the attacker if it is within her reach.",,,16,"5 (1,800 XP)",13 (+1),"blinded, poisoned",14 (+2),poison,,18 (+4),78 (12d8+24),10 (0),"Common, Terran",,Hellenrae,,blindsight 60 ft. (blind beyond this radius),"Medium humanoid (human), lawful evil","Acrobatics +7, Athletics +4, Insight +5, Perception +5",30 ft.,13 (+1),http://chisaipete.github.io/bestiary/creature/hellenrae,15 (+2)
Keen Hearing and Smell.;; The hound has advantage on Wisdom (Perception) checks that rely on hearing or smell.,,,,,,,,,,,Pack Tactics.;; The hound has advantage on an attack roll against a creature if at least one of the hound’s allies is within 5 ft. of the creature and the ally isn’t incapacitated.,,"Bite.;; Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage.","Fire Breath (Recharge 5-6).;; The hound exhales fire in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 21 (6d6) fire damage on a failed save, or half as much damage on a successful one.",,,,,,15 (natural armor),3 (700 XP),6 (-2),,14 (+2),fire,,12 (+1),45 (7d8+14),6 (-2),understands Infernal but can't speak it,,Hell Hound,,darkvision 60 ft.,"Medium fiend, lawful evil",Perception +5,50 ft.,17 (+3),http://chisaipete.github.io/bestiary/creature/hell-hound,13 (+1)
Keen Sight.;; The hawk has advantage on Wisdom (Perception) checks that rely on sight.,,,,,,,,,,,"Talons.;; Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 slashing damage.",,,,,,,,,13,0 (10 XP),6 (-2),,8 (-1),,,16 (+3),1 (1d4-1),2 (-4),,,Hawk,,,"Tiny beast, unaligned",Perception +4,"10 ft., fly 60 ft.",5 (-3),http://chisaipete.github.io/bestiary/creature/hawk,14 (+2)
Multiattack.;; The harpy makes two attacks: one with its claws and one with its club.,,,,,,,,,,,"Claws.;; Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.",,"Club.;; Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage.",Luring Song.;; The harpy sings a magical melody. Every humanoid and giant within 300 ft. of the harpy that can hear the song must succeed on a DC 11 Wisdom saving throw or be charmed until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is incapacitated.,,,,,,11,1 (200 XP),13 (+1),,12 (+1),,,13 (+1),38 (7d8+7),7 (-2),Common,,Harpy,,,"Medium monstrosity, chaotic evil",,"20 ft., fly 40 ft.",12 (+1),http://chisaipete.github.io/bestiary/creature/harpy,10 (0)
"Multiattack.;; The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.",,,,,,,,,,,"Longsword.;; Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.",,"Shortsword.;; Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.","Heavy Crossbow.;; Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.","Fire Breath (Recharge 5-6).;; The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.",,,,,18 (plate),"5 (1,800 XP)",10 (0),,14 (+2),,fire,13 (+1),65 (10d8+20),10 (0),"Common, Draconic",,Half-Red Dragon Veteran,"Str +5, Con +4","blindsight 10 ft., darkvision 60 ft.","Medium humanoid (human), any alignment","Athletics +5, Perception +2",30 ft.,16 (+3),http://chisaipete.github.io/bestiary/creature/half-red-dragon-veteran,11 (0)
Special Equipment.;; Halaster wears a ,Cast Spell.;; Halaster casts a spell of 3rd level or lower.,Spell Ward (Costs 2 Actions).;; Halaster expends a spell slot of 4th level or lower and gains 5 temporary hit points per level of the slot.,,,,,,,,,||ADDENDUM||Halaster wields a ,,||ADDENDUM||Halaster also wears a ,"Arcane Recovery (1/Day).;; When he finishes a short rest, Halaster recovers all his spell slots of 5th level and lower.","Legendary Resistance (3/Day).;; If Halaster fails a saving throw, he can choose to succeed instead.","Rejuvenation.;; If Halaster dies in Undermountain, he revives after 1d10 days, with all his hit points and any missing body parts restored. His new body appears in a random safe location in Undermountain.","Spellcasting.;;  Halaster is a 20th-level spellcaster. His spellcasting ability is Intelligence (spell save DC 22, +14 to hit with spell attacks). He can cast Cantrips (at will): dancing lights, fire bolt, light, mage hand, prestidigitation++1st level (4 slots): mage armor, magic missile, shield, silent image++2nd level (3 slots): arcane lock, cloud of daggers, darkvision, knock++3rd level (3 slots): counterspell, dispel magic, fireball++4th level (3 slots): confusion, hallucinatory terrain, polymorph++5th level (3 slots): Bigby’s hand, geas, wall of force++6th level (2 slots): chain lightning, globe of invulnerability, programmed illusion++7th level (2 slots): finger of death, symbol, teleport++8th level (1 slot): maze, mind blank++9th level (1 slot): meteor swarm, wish",Blast Scepter.;; Halaster uses his ,"||ADDENDUM||Halaster can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature’s turn. Halaster regains spent legendary actions at the start of his turn.",14 (17 with *mage armor*),"23 (50,000 XP)",18 (+4),,18 (+4),,fire and lightning (granted by the *blast scepter*; see “Special Equipment” below),18 (+4),246 (29d8+116),24 (+7),"Abyssal, Celestial, Common, Draconic, Dwarvish, Elvish, Infernal, Undercommon",,Halaster Blackcloak,"Int +14, Wis +11","darkvision 120 ft., passive Perception 21","Medium humanoid (human), chaotic evil","Arcana +21, HIstory +21, Perception +11",30 ft.,10 (+0),http://chisaipete.github.io/bestiary/creature/halaster-blackcloak,18 (+4)
"Tail.;; Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10+2) bludgeoning damage.",,,,,,,,,,,,,,,,,,,,11 (natural armor),1/4 (50 XP),5 (-3),,13 (+1),,,10 (0),19 (3d10+3),2 (-4),,,Hadrosaurus,,,"Large beast, unaligned",Perception +2,40 ft.,15 (+2),http://chisaipete.github.io/bestiary/creature/hadrosaurus,10 (0)
"Inscrutable.;; The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx’s intentions or sincerity have disadvantage.",,,,,,,,,,,Magic Weapons.;; The sphinx’s weapon attacks are magical.,,"Spellcasting.;; The sphinx is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 16, +8 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared:Cantrips (at will): mage hand, minor illusion, prestidigitation++1st level (4 slots): detect magic, identify, shield++2nd level (3 slots): darkness, locate object, suggestion++3rd level (3 slots): dispel magic, remove curse, tongues++4th level (3 slots): banishment, greater invisibility++5th level (1 slot): legend lore",Multiattack.;; The sphinx makes two claw attacks.,"Claw.;; Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.","||ADDENDUM||The gynosphinx can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time, and only at the end of another creature’s turn. The gynosphinx regains spent legendary actions at the start of its turn.",Claw Attack.;; The sphinx makes one claw attack.,"Teleport (Costs 2 Actions).;; The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.","Cast a Spell (Costs 3 Actions).;; The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.",17 (natural armor),"11 (7,200 XP)",18 (+4),"charmed, frightened",16 (+3),psychic,"bludgeoning, piercing, and slashing from nonmagical weapons",15 (+2),136 (16d10+48),18 (+4),"Common, Sphinx",,Gynosphinx,,truesight 120 ft.,"Large monstrosity, lawful neutral","Arcana +12, History +12, Perception +8, Religion +8","40 ft., fly 60 ft.",18 (+4),http://chisaipete.github.io/bestiary/creature/gynosphinx,18 (+4)
